system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NBR,NDMI,NDVI,SAVI,aspect,elevation,precipitation,slope,.geo
89_0,3814.5,3095.5,631.0,986.0,1526.4,1954.6666,2293.5,2491.6,2535.0,2691.0,0.3621856,0.43993184,-0.09954711,-0.20151193,0.248338,0.37246114,246.79013,721.0,77.1357,2.3521168,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,2021.0,1942.0,616.5,828.5,1491.0,1675.0,1786.5,1857.5,1915.5,1885.0,0.17010619,0.39613703,-0.0068697343,-0.026800457,0.12461471,0.18689463,104.47262,716.0,69.7818,21.237871,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,3594.0,2906.0,1202.5,1647.0,2060.8572,2354.0,2614.0,2791.0,2805.5,2875.3333,0.302558,0.2601909,-0.017596077,-0.12321275,0.15301853,0.22950421,335.492,1525.0,115.801025,22.253637,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,2422.5,1977.5,1195.5,1550.5,1856.0,1908.5,2062.5,2106.0,2213.5,2144.0,0.20385471,0.1761424,0.05631114,-0.045081966,0.08784863,0.13175675,94.75099,2654.0,227.92574,30.384523,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,3038.0,2842.0,830.0,1193.0,1996.0,2248.0,2380.0,2490.0,2435.0,2498.0,0.13405399,0.34233737,-0.07712716,-0.110177234,0.0990747,0.14859529,142.13155,1071.0,128.68008,10.456431,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,3168.5,2816.5,895.0,1312.5,1712.0,1961.5,2206.0,2369.0,2452.5,2469.5,0.3078746,0.30278885,-0.06908332,-0.12737948,0.17781246,0.26668668,135.51402,422.0,55.385372,16.434694,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,4171.0,3585.0,1423.5,1901.5,2355.0,2588.0,2841.0,3048.0,3079.5,3189.0,0.27719325,0.2364987,-0.07584965,-0.15054134,0.13331494,0.199954,348.55316,2561.0,169.81056,20.800518,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,2934.5,2296.0,626.5,880.5,977.0,1409.5,1961.0,2167.5,2239.5,2357.0,0.9272861,0.43557692,-0.012457281,-0.13432547,0.39250737,0.58866954,279.76834,847.0,55.105217,25.503494,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,4093.0,3537.0,864.75,1323.0,1951.6666,2322.25,2647.6667,2837.0,2887.4,3025.25,0.2883518,0.37155613,-0.10111452,-0.17271218,0.19337061,0.29002595,16.255417,1513.0,97.02854,3.8586073,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,4041.2,3353.2856,993.13635,1444.4348,1951.9166,2217.4167,2455.5386,2587.5715,2669.6,2769.125,0.258771,0.29780138,-0.11351462,-0.20438693,0.15529177,0.23291244,206.15813,2104.0,150.55644,39.06175,"{""type"":""MultiPoint"",""coordinates"":[]}"
