system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NBR,NDMI,NDVI,SAVI,aspect,elevation,precipitation,slope,.geo
138_0,4717.0,4248.0,1213.5,1873.0,2967.0,3346.0,3435.0,3561.5,3581.0,3630.5,0.124972016,0.31316465,-0.08519606,-0.13690045,0.09376909,0.1406429,119.90788,1242.0,87.5741,3.7151134,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,2903.0,2397.0,1271.5,1692.5,2289.5,2494.5,2579.5,2660.0,2683.0,2649.5,0.14288826,0.22637413,0.056299213,-0.039384175,0.07913525,0.11869093,334.5172,1618.0,80.1004,31.370623,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,3417.0,3223.0,1145.0,1644.5,2329.5,2481.0,2532.0,2620.5,2668.5,2627.0,0.10516193,0.23742175,-0.09411865,-0.12299729,0.06782713,0.10173052,193.0055,1255.0,73.080986,13.993588,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,2208.5,1984.5,916.0,1241.0,1682.5,1843.0,1904.5,1934.5,1974.5,1971.0,0.14037111,0.22811383,-0.0025258905,-0.055940714,0.07984687,0.11975393,124.1711,1245.0,63.94549,17.59022,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,3652.0,2887.0,1404.0,1874.0,2590.5,2801.5,2965.5,3092.0,3152.5,3172.0,0.17204432,0.25435194,0.043960594,-0.07340731,0.097858265,0.14677462,288.5093,1483.0,50.60269,31.462507,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,4293.5,3100.5,1527.0,2187.0,3234.5,3553.5,3651.5,3730.5,3810.0,3742.5,0.12228549,0.2706353,0.10266985,-0.059665576,0.08169494,0.12253371,162.19374,1656.0,62.457714,17.016228,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,2179.0,1979.5,876.0,1218.0,1784.0,1945.5,2049.5,2138.5,2144.0,2132.0,0.14333493,0.2754313,0.039893296,-0.008096229,0.091649696,0.13745704,313.11298,1644.0,87.76194,17.114378,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,2355.0,2172.5,1162.5,1546.0,2139.0,2331.5,2393.0,2457.5,2435.5,2402.5,0.113137715,0.22340827,0.05707465,0.016804092,0.06481583,0.09721311,310.8543,1566.0,61.07843,4.2458587,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,3549.5,3375.5,1139.5,1659.0,2341.5,2541.5,2568.5,2627.0,2654.0,2651.5,0.095767826,0.23069789,-0.11966167,-0.144354,0.062556304,0.09382506,149.99681,1249.0,73.080986,18.596405,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,4803.5,4285.0,1223.0,1852.5,2825.5,3180.0,3256.0,3368.5,3453.0,3491.0,0.13963683,0.30166808,-0.107521325,-0.1635681,0.099944256,0.14990444,172.24104,1044.0,44.54519,15.521826,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,4966.5,4399.5,893.0,1463.5,2774.5,3123.0,3251.5,3360.0,3367.5,3378.5,0.11131551,0.3941213,-0.13286984,-0.19186465,0.096548356,0.14481075,329.9377,1304.0,59.560673,8.510044,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,4347.0,3739.0,1322.0,1936.0,2981.0,3303.0,3363.5,3504.5,3473.5,3535.0,0.10757503,0.28422222,-0.03681109,-0.11169363,0.076303355,0.11444616,231.7981,1607.0,69.18897,14.668311,"{""type"":""MultiPoint"",""coordinates"":[]}"
